"t","i","j","k","v","q"
2021,710,203,722020,10.812,"        2.087"
2021,710,203,730210,0.502,"        0.136"
2021,710,203,730449,0.424,"        0.003"
2021,710,203,730711,285.041,"       46.895"
2021,710,203,730721,0.141,"        0.001"
2021,710,203,730799,225.627,"       42.280"
2021,710,203,731100,0.474,"        0.011"
2021,710,203,731511,0.015,"        0.002"
2021,710,203,731589,0.734,"        0.016"
2021,710,203,731813,0.585,"        0.129"
2021,710,203,731816,0.735,"        0.124"
2021,710,203,731821,0.116,"        0.019"
2021,710,203,731829,0.182,"        0.026"
2021,710,203,732020,5.366,"        0.654"
2021,710,203,732111,0.257,"        0.095"
2021,710,203,732290,0.042,"        0.006"
2021,710,203,732392,4.513,"        0.663"
2021,710,203,732394,0.22,"        0.017"
2021,710,203,732620,0.002,"           NA"
2021,710,203,740610,0.151,"        0.002"
2021,710,203,740929,0.541,"        0.060"
2021,710,203,741999,8.472,"        0.095"
2021,710,203,750220,24.758,"        1.250"
2021,710,203,760110,290.653,"       95.887"
2021,710,203,760421,4149.608,"      734.700"
2021,710,203,760611,66.935,"       19.008"
2021,710,203,760711,96.255,"       32.539"
2021,710,203,760820,24346.494,"     4836.704"
2021,710,203,761290,0.022,"        0.001"
2021,710,203,761510,0.452,"        0.023"
2021,710,203,761690,2264.476,"      312.120"
2021,710,203,811300,2.644,"        3.000"
2021,710,203,820190,2.035,"        0.007"
2021,710,203,820320,2.937,"        0.110"
2021,710,203,820412,0.843,"        0.028"
2021,710,203,820520,0.075,"        0.004"
2021,710,203,820570,0.199,"        0.001"
2021,710,203,820711,16.972,"        0.166"
2021,710,203,820730,13.578,"        0.010"
2021,710,203,820760,0.291,"        0.200"
2021,710,203,820790,0.002,"           NA"
2021,710,203,820840,0.466,"        0.020"
2021,710,203,821000,0.735,"        0.330"
2021,710,203,821193,2.898,"        0.031"
2021,710,203,830120,0.519,"        0.004"
2021,710,203,830210,0.279,"        0.001"
2021,710,203,830242,121.119,"        1.847"
2021,710,203,830250,0.145,"        0.001"
2021,710,203,830629,0.206,"        0.023"
2021,710,203,831000,0.024,"        0.001"
2021,710,203,840734,29.646,"        1.518"
2021,710,203,840991,101.106,"        6.645"
2021,710,203,841121,546.601,"        1.678"
2021,710,203,841330,0.542,"        0.011"
2021,710,203,841360,1.891,"        0.017"
2021,710,203,841381,0.299,"        0.008"
2021,710,203,841410,0.775,"        0.012"
2021,710,203,841459,0.505,"        0.027"
2021,710,203,841590,3.938,"        0.030"
2021,710,203,841780,0.018,"        0.002"
2021,710,203,841869,9.921,"        0.554"
2021,710,203,841950,0.045,"        0.004"
2021,710,203,842129,0.315,"        0.007"
2021,710,203,842139,520841.207,"    15995.300"
2021,710,203,842220,0.547,"        0.010"
2021,710,203,842481,0.055,"        0.001"
2021,710,203,842549,0.088,"        0.015"
2021,710,203,842710,395.974,"       56.273"
2021,710,203,842790,215.98,"       40.290"
2021,710,203,843143,0.311,"        0.004"
2021,710,203,843230,1.419,"        0.118"
2021,710,203,843390,0.639,"        0.010"
2021,710,203,843850,3.007,"        0.120"
2021,710,203,844390,80.158,"        1.125"
2021,710,203,846229,70.728,"        0.337"
2021,710,203,846693,0.577,"        0.006"
2021,710,203,846799,0.594,"        0.018"
2021,710,203,847191,103.475,"        0.128"
2021,710,203,847199,47.41,"        0.228"
2021,710,203,847330,347.167,"        5.683"
2021,710,203,847520,6.648,"        0.105"
2021,710,203,847790,0.203,"           NA"
2021,710,203,847990,56.003,"        2.609"
2021,710,203,848120,14.14,"        0.009"
2021,710,203,848190,0.885,"        0.046"
2021,710,203,848220,1.429,"        0.034"
2021,710,203,848250,0.015,"        0.001"
2021,710,203,848310,0.18,"        0.011"
2021,710,203,848330,4.042,"        0.072"
2021,710,203,848350,0.195,"        0.012"
2021,710,203,848390,8.949,"        0.430"
2021,710,203,848490,81.032,"        1.650"
2021,710,203,850110,0.093,"        0.003"
2021,710,203,850152,7.788,"        0.624"
2021,710,203,850440,10.598,"        0.194"
2021,710,203,850519,6.075,"        0.020"
2021,710,203,850780,2.5,"        0.004"
2021,710,203,850980,0.892,"        0.035"
2021,710,203,851020,0.496,"        0.007"
2021,710,203,851120,0.069,"        0.001"
2021,710,203,851140,1.199,"        0.032"
2021,710,203,851190,0.484,"        0.009"
2021,710,203,851220,2.179,"        0.051"
2021,710,203,851290,1.662,"        0.087"
2021,710,203,851590,12.622,"        0.041"
2021,710,203,851710,0.101,"        0.004"
2021,710,203,851810,0.01,"           NA"
2021,710,203,851822,60.702,"        2.126"
2021,710,203,851890,0.43,"        0.004"
2021,710,203,852313,1.315,"        0.001"
2021,710,203,852410,0.521,"        0.012"
2021,710,203,852691,0.058,"        0.001"
2021,710,203,852721,0.505,"        0.003"
2021,710,203,852910,410.368,"        0.528"
2021,710,203,853110,0.546,"        0.006"
2021,710,203,853224,0.94,"        0.004"
2021,710,203,853400,74.57,"        0.137"
2021,710,203,853610,0.125,"        0.008"
2021,710,203,853641,1.897,"        0.004"
2021,710,203,853650,2.991,"        0.087"
2021,710,203,853690,36.423,"        0.625"
2021,710,203,853720,4.239,"        0.050"
2021,710,203,853921,0.011,"        0.002"
2021,710,203,853929,0.004,"           NA"
2021,710,203,854140,1.468,"        0.068"
2021,710,203,854211,24.228,"        0.004"
2021,710,203,854380,0.411,"        0.001"
2021,710,203,854430,149.564,"        0.780"
2021,710,203,854449,0.105,"        0.003"
2021,710,203,854590,8.514,"        0.098"
2021,710,203,854720,0.153,"        0.008"
2021,710,203,860719,673.655,"       84.577"
2021,710,203,870321,39952.202,"     3468.021"
2021,710,203,870323,3327.686,"      133.930"
2021,710,203,870332,928.282,"       43.607"
2021,710,203,870390,11427.68,"      461.440"
2021,710,203,870431,92.209,"        3.600"
2021,710,203,870821,0.242,"        0.003"
2021,710,203,870839,111.015,"       31.957"
2021,710,203,870850,10.327,"        0.953"
2021,710,203,870880,78.436,"        6.800"
2021,710,203,870892,6397.823,"      458.485"
2021,710,203,870894,0.557,"        0.010"
2021,710,203,871150,2.03,"        0.037"
2021,710,203,871492,1.394,"        0.033"
2021,710,203,871494,0.041,"        0.004"
2021,710,203,871610,11.18,"        0.791"
2021,710,203,880310,1.084,"        0.196"
2021,710,203,880330,9.628,"        0.149"
2021,710,203,900130,0.092,"        0.001"
2021,710,203,900220,0.067,"        0.001"
2021,710,203,900490,0.009,"        0.001"
2021,710,203,900691,0.288,"        0.002"
2021,710,203,901420,0.167,"        0.001"
2021,710,203,901580,32.044,"        0.054"
2021,710,203,901819,1.316,"        0.006"
2021,710,203,901890,68.593,"        3.203"
2021,710,203,902300,5.255,"        0.211"
2021,710,203,902580,0.272,"        0.001"
2021,710,203,902620,0.672,"        0.020"
2021,710,203,902710,1.07,"        0.009"
2021,710,203,902830,1.355,"        0.011"
2021,710,203,902920,0.042,"           NA"
2021,710,203,903039,0.252,"        0.009"
2021,710,203,903190,3.946,"        0.004"
2021,710,203,903289,6.388,"        0.009"
2021,710,203,910199,1.377,"        0.017"
2021,710,203,910221,9.564,"        0.001"
2021,710,203,911410,0.041,"           NA"
2021,710,203,920600,1.132,"        0.006"
2021,710,203,930700,12.965,"        0.369"
2021,710,203,940161,3.332,"        0.407"
2021,710,203,940179,0.169,"        0.039"
2021,710,203,940190,31.54,"        4.798"
2021,710,203,940330,1.357,"        0.330"
2021,710,203,940360,9.204,"        2.276"
2021,710,203,940430,0.06,"        0.001"
2021,710,203,940510,0.943,"        0.008"
2021,710,203,940599,0.69,"        0.030"
2021,710,203,950440,0.026,"        0.002"
2021,710,203,950590,0.021,"        0.002"
2021,710,203,950669,0.041,"        0.003"
2021,710,203,950790,0.028,"        0.001"
2021,710,203,960340,0.136,"        0.001"
2021,710,203,960390,2.233,"        0.025"
2021,710,203,960719,0.002,"           NA"
2021,710,203,960910,0.33,"        0.028"
2021,710,203,961210,3.46,"        0.194"
2021,710,203,970110,5.371,"        0.008"
2021,710,203,970500,2.507,"        0.108"
2021,710,204,40700,17.277,"        0.172"
2021,710,204,80610,5.712,"       10.972"
2021,710,204,80820,5.789,"       12.836"
2021,710,204,80940,0.822,"        1.749"
2021,710,204,100590,1185.701,"     1896.779"
2021,710,204,200850,3.069,"        1.871"
2021,710,204,200892,17.243,"        6.853"
2021,710,204,200940,0.915,"        0.900"
2021,710,204,200970,7.08,"        8.398"
2021,710,204,200990,29.32,"       36.961"
2021,710,204,210410,5.392,"        3.297"
2021,710,204,220210,12.236,"       18.298"
2021,710,204,220410,13.056,"        3.040"
2021,710,204,220429,1.842,"        0.202"
2021,710,204,220600,591.065,"      396.113"
2021,710,204,220720,15.794,"       48.420"
2021,710,204,220850,5.632,"        0.165"
2021,710,204,220900,6.827,"       15.408"
2021,710,204,250810,7.897,"       11.642"
2021,710,204,270112,7309.181,"    79019.000"
2021,710,204,271000,98.004,"       44.116"
2021,710,204,280610,6.629,"       24.605"
2021,710,204,281121,0.758,"        0.012"
2021,710,204,282810,27.09,"       14.004"
2021,710,204,300490,58.727,"        2.802"
2021,710,204,320300,0.001,"        0.001"
2021,710,204,320810,0.081,"        0.001"
2021,710,204,330499,20.783,"       14.885"
2021,710,204,330790,0.934,"        0.005"
2021,710,204,380810,3.199,"        0.220"
2021,710,204,382200,12.844,"        0.177"
2021,710,204,390110,248.531,"      209.596"
2021,710,204,390230,22.273,"       16.925"
2021,710,204,390720,537.117,"      180.000"
2021,710,204,391610,0.498,"        0.070"
2021,710,204,391740,0.234,"        0.016"
2021,710,204,391990,0.338,"        0.001"
2021,710,204,392210,1.118,"        0.074"
2021,710,204,392290,0.213,"        0.106"
2021,710,204,392350,0.05,"        0.001"
2021,710,204,392490,0.032,"        0.002"
2021,710,204,392620,0.341,"        0.023"
2021,710,204,392690,4.073,"        1.124"
2021,710,204,400930,0.392,"        0.010"
2021,710,204,400950,1.261,"        0.018"
2021,710,204,401099,1.241,"        0.003"
2021,710,204,401120,10.666,"        1.268"
2021,710,204,401699,0.637,"        0.012"
2021,710,204,420219,20.541,"        0.599"
2021,710,204,420330,0.237,"        0.004"
2021,710,204,441219,27.051,"       29.996"
2021,710,204,441510,1.534,"        0.866"
2021,710,204,442010,6.162,"        0.043"
2021,710,204,480252,550.144,"      677.968"
2021,710,204,482010,3.096,"        0.537"
2021,710,204,490110,0.245,"        0.028"
2021,710,204,490290,0.007,"        0.016"
2021,710,204,490890,0.013,"           NA"
2021,710,204,491110,0.96,"        0.018"
2021,710,204,491199,2.373,"        0.063"
2021,710,204,560750,0.3,"        0.006"
2021,710,204,570330,0.301,"        0.912"
2021,710,204,580790,2.04,"        0.035"
2021,710,204,610419,0.231,"        0.001"
2021,710,204,610910,1.476,"        0.060"
2021,710,204,611010,2.772,"        0.022"
2021,710,204,611780,0.354,"        0.006"
2021,710,204,620343,1.252,"        0.029"
2021,710,204,620590,0.841,"        0.015"
2021,710,204,620690,0.107,"        0.002"
2021,710,204,630140,4.008,"        0.263"
2021,710,204,630419,0.132,"        0.206"
2021,710,204,630622,113.428,"        7.195"
2021,710,204,630699,232.493,"        6.449"
2021,710,204,630790,4.767,"        0.120"
2021,710,204,631090,0.044,"        0.010"
2021,710,204,640391,12.581,"        0.252"
2021,710,204,660110,5.962,"        0.206"
2021,710,204,670210,0.557,"        0.206"
2021,710,204,690390,0.022,"        0.001"
2021,710,204,690790,2.984,"        0.675"
2021,710,204,691090,2.845,"        1.066"
2021,710,204,691200,0.35,"        0.024"
2021,710,204,700721,3.894,"        0.076"
2021,710,204,700992,7.165,"        0.470"
2021,710,204,720510,0.799,"        0.043"
2021,710,204,721331,7128.976,"    11455.840"
2021,710,204,722790,3897.387,"     5836.800"
2021,710,204,730830,0.17,"        0.050"
2021,710,204,730890,10.059,"        0.423"
2021,710,204,731815,0.451,"        0.010"
2021,710,204,731819,0.224,"        0.050"
2021,710,204,731822,1.472,"        0.015"
2021,710,204,732112,0.217,"        0.155"
2021,710,204,732394,1.391,"        0.320"
2021,710,204,732490,1.536,"        0.051"
2021,710,204,732620,88.336,"       45.852"
2021,710,204,741121,0.418,"        0.012"
2021,710,204,761690,0.893,"        0.039"
2021,710,204,820411,0.081,"        0.017"
2021,710,204,820559,3.291,"        0.667"
2021,710,204,830120,0.122,"        0.004"
2021,710,204,830160,0.785,"        0.001"
2021,710,204,830230,0.268,"        0.001"
2021,710,204,830250,0.264,"        0.002"
2021,710,204,830710,0.049,"        0.004"
2021,710,204,840991,7.673,"        0.032"
2021,710,204,841311,0.182,"        0.010"
2021,710,204,841330,2.443,"        0.069"
2021,710,204,841370,0.068,"        0.105"
2021,710,204,841391,10.464,"        0.410"
2021,710,204,841451,0.21,"        0.029"
2021,710,204,841480,1.854,"        0.088"
2021,710,204,841590,0.823,"        0.014"
2021,710,204,841821,4.366,"        0.912"
2021,710,204,841830,2.152,"        0.573"
2021,710,204,841869,87.229,"       18.525"
2021,710,204,841920,41.965,"        0.797"
2021,710,204,841990,9.704,"        0.001"
2021,710,204,842121,6.167,"        0.472"
2021,710,204,842129,2.626,"        0.057"
2021,710,204,842139,23.2,"        0.765"
2021,710,204,842410,4.036,"        0.049"
2021,710,204,843139,4.873,"        1.100"
2021,710,204,843880,3.696,"        0.082"
2021,710,204,844390,0.051,"        0.002"
2021,710,204,847120,0.135,"        0.001"
2021,710,204,847193,19.615,"        0.071"
2021,710,204,847330,4.492,"        0.023"
2021,710,204,847490,6.889,"        0.403"
2021,710,204,847989,8.104,"        0.212"
2021,710,204,848180,2.044,"        0.077"
2021,710,204,848210,1.146,"        0.065"
2021,710,204,848280,0.08,"        0.002"
2021,710,204,848350,0.066,"        0.004"
2021,710,204,848410,0.081,"        0.002"
2021,710,204,848590,0.072,"        0.002"
2021,710,204,850131,0.094,"        0.004"
2021,710,204,850433,16.306,"        1.099"
2021,710,204,850490,1.351,"        0.048"
2021,710,204,850613,0.139,"        0.001"
2021,710,204,851110,0.114,"        0.002"
2021,710,204,851140,0.375,"        0.009"
2021,710,204,851180,0.057,"        0.001"
2021,710,204,851230,1.057,"        0.022"
2021,710,204,851310,1.758,"        0.082"
2021,710,204,851640,1.416,"        0.099"
2021,710,204,851790,0.266,"        0.015"
2021,710,204,852110,20.664,"        0.062"
2021,710,204,852510,15.94,"        0.076"
2021,710,204,852691,7.491,"        0.033"
2021,710,204,852719,67.18,"        1.357"
2021,710,204,852910,9.84,"        0.047"
2021,710,204,853080,13.671,"        0.153"
2021,710,204,853110,0.402,"        0.002"
2021,710,204,853190,0.269,"        0.002"
2021,710,204,853610,0.019,"        0.002"
2021,710,204,853641,0.188,"        0.007"
2021,710,204,853650,1.034,"        0.030"
2021,710,204,853710,1.242,"        0.001"
2021,710,204,853810,0.014,"        0.002"
2021,710,204,853929,0.02,"        0.002"
2021,710,204,854211,1.514,"        0.012"
2021,710,204,854390,0.005,"        0.005"
2021,710,204,854420,0.5,"        0.001"
2021,710,204,854470,0.115,"        0.001"
2021,710,204,870110,38.586,"        0.779"
2021,710,204,870322,25.051,"        5.140"
2021,710,204,870324,42.491,"        5.820"
2021,710,204,870333,53.943,"        6.678"
2021,710,204,870810,0.801,"        0.019"
2021,710,204,870839,10.239,"        0.268"
2021,710,204,870850,0.293,"        0.003"
2021,710,204,870880,1.728,"        0.050"
2021,710,204,870892,0.059,"        0.005"
2021,710,204,870894,1.23,"        0.054"
2021,710,204,871200,0.115,"        0.555"
2021,710,204,880330,0.49,"        0.001"
2021,710,204,900190,0.178,"        0.008"
2021,710,204,900319,0.773,"        0.007"
2021,710,204,901180,10.948,"        0.023"
2021,710,204,901890,26.389,"        0.021"
2021,710,204,902300,1.361,"        0.063"
2021,710,204,902620,6.33,"        0.029"
2021,710,204,902780,0.477,"        0.002"
2021,710,204,902890,1.533,"        0.010"
2021,710,204,903140,0.161,"           NA"
2021,710,204,903190,1.139,"        0.015"
2021,710,204,903289,0.041,"           NA"
2021,710,204,903300,0.089,"        0.003"
2021,710,204,940161,15.984,"        2.096"
2021,710,204,940290,1.112,"        0.002"
2021,710,204,940340,13.993,"        3.170"
2021,710,204,940360,15.938,"        3.854"
2021,710,204,940429,9.586,"        1.687"
2021,710,204,940510,10.798,"        0.014"
2021,710,204,940540,5.178,"        0.250"
2021,710,204,940599,0.341,"        0.260"
2021,710,204,950390,0.649,"        0.045"
2021,710,204,950621,0.52,"        0.018"
2021,710,204,960340,0.037,"        0.006"
2021,710,204,960390,1.916,"        0.620"
2021,710,204,961700,0.577,"        0.025"
2021,710,208,30799,244.171,"       28.704"
2021,710,208,50690,0.227,"        0.637"
2021,710,208,51191,93.98,"        1.732"
2021,710,208,60110,116.43,"       23.522"
2021,710,208,60499,79.276,"       13.782"
2021,710,208,80430,0.004,"        0.001"
2021,710,208,80510,1837.247,"     3607.754"
2021,710,208,80530,1065.312,"     1022.636"
2021,710,208,80610,2135.911,"     1115.875"
2021,710,208,80810,509.784,"      627.788"
2021,710,208,80930,44.153,"       47.404"
2021,710,208,81310,18.56,"        4.630"
2021,710,208,81340,348.644,"       32.687"
2021,710,208,90112,0.035,"        0.001"
2021,710,208,90130,0.041,"        0.003"
2021,710,208,90220,0.371,"        0.011"
2021,710,208,90411,8.437,"        0.320"
2021,710,208,90700,0.471,"        0.030"
2021,710,208,100590,14.541,"       21.570"
2021,710,208,100700,16.336,"       12.562"
2021,710,208,110313,2.05,"        1.441"
2021,710,208,110819,0.01,"        0.002"
2021,710,208,121190,0.103,"        0.001"
2021,710,208,150420,5162.435,"     2525.316"
2021,710,208,150990,2.958,"        0.395"
2021,710,208,151229,0.014,"        0.001"
2021,710,208,151790,0.001,"        0.001"
2021,710,208,170191,1.789,"        0.436"
2021,710,208,170390,0.003,"        0.001"
2021,710,208,180500,0.006,"        0.001"
2021,710,208,180631,0.035,"        0.001"
2021,710,208,180690,73.989,"        5.938"
2021,710,208,190190,0.008,"        0.003"
2021,710,208,190530,10.463,"        0.828"
2021,710,208,200190,8.674,"        4.704"
2021,710,208,200410,0.072,"        0.004"
2021,710,208,200899,0.018,"        0.003"
2021,710,208,200930,169.848,"      116.518"
2021,710,208,200960,8.476,"        4.138"
2021,710,208,210120,0.041,"        0.004"
2021,710,208,210320,0.01,"        0.001"
2021,710,208,210610,0.032,"        0.010"
2021,710,208,220210,5.106,"        4.806"
2021,710,208,220300,0.022,"        0.010"
2021,710,208,220421,5900.616,"     1154.196"
2021,710,208,220510,2.972,"        0.270"
2021,710,208,220710,0.073,"        0.060"
2021,710,208,220820,6.673,"        0.969"
2021,710,208,220840,4.201,"        0.407"
2021,710,208,220890,155.974,"       37.291"
2021,710,208,230700,0.063,"        0.001"
2021,710,208,230990,0.007,"        0.012"
2021,710,208,250100,8.414,"        0.763"
2021,710,208,251329,234.006,"      927.142"
2021,710,208,253090,0.268,"        0.045"
2021,710,208,260112,0.666,"        0.022"
2021,710,208,271000,44.214,"       82.396"
2021,710,208,271290,119.625,"        5.382"
2021,710,208,284310,0.082,"        0.001"
2021,710,208,284390,0.203,"        0.002"
2021,710,208,291819,172.859,"       87.500"
2021,710,208,292241,0.199,"        0.002"
2021,710,208,293690,1.076,"        0.009"
2021,710,208,300220,10.22,"        0.002"
2021,710,208,300410,8.652,"        0.003"
2021,710,208,300450,0.579,"        0.007"
2021,710,208,300510,0.508,"        0.025"
2021,710,208,310100,15.073,"        2.322"
2021,710,208,320820,5.525,"        0.086"
2021,710,208,320990,0.057,"        0.001"
2021,710,208,321519,136.259,"        2.104"
2021,710,208,330112,0.002,"        0.006"
2021,710,208,330129,0.734,"        0.004"
2021,710,208,330290,0.029,"        0.002"
2021,710,208,330410,18.691,"        0.385"
2021,710,208,330499,2914.34,"       52.826"
2021,710,208,330590,0.048,"        0.006"
2021,710,208,330730,0.016,"        0.020"
2021,710,208,330790,4.995,"        0.398"
2021,710,208,340119,0.004,"        0.001"
2021,710,208,340211,7.283,"        1.585"
2021,710,208,340290,322.965,"       33.330"
2021,710,208,340490,0.018,"        0.002"
2021,710,208,340590,0.017,"        0.001"
2021,710,208,350610,0.284,"        0.013"
2021,710,208,380210,0.301,"        0.032"
2021,710,208,381190,8.035,"        0.860"
2021,710,208,381300,0.001,"        0.002"
2021,710,208,382200,1.875,"        0.096"
2021,710,208,390110,64.522,"       68.338"
2021,710,208,390690,0.045,"           NA"
2021,710,208,391390,0.041,"        0.001"
2021,710,208,391729,0.082,"        0.001"
2021,710,208,391910,0.005,"           NA"
2021,710,208,392119,2.259,"        0.190"
2021,710,208,392210,4.518,"        0.401"
2021,710,208,392329,0.449,"        0.021"
2021,710,208,392340,0.256,"        0.206"
2021,710,208,392390,0.458,"        0.069"
2021,710,208,392490,0.016,"        0.001"
2021,710,208,392590,0.016,"        0.001"
2021,710,208,392640,0.99,"        0.072"
2021,710,208,400591,0.003,"           NA"
2021,710,208,401099,30.641,"        0.045"
2021,710,208,401590,0.812,"        0.012"
2021,710,208,401693,1.719,"        0.015"
2021,710,208,410390,13.693,"        1.466"
2021,710,208,410439,0.81,"        0.015"
2021,710,208,410729,4.058,"        0.387"
2021,710,208,420211,0.797,"        0.004"
2021,710,208,420219,0.897,"        0.021"
2021,710,208,420222,0.234,"        0.021"
2021,710,208,420232,0.062,"        0.001"
2021,710,208,420292,2.636,"        0.137"
2021,710,208,420330,0.095,"        0.002"
2021,710,208,430219,33.332,"        2.322"
2021,710,208,430230,49.835,"        1.403"
2021,710,208,430400,0.024,"        0.002"
2021,710,208,440410,0.007,"        0.001"
2021,710,208,441219,26.617,"       48.280"
2021,710,208,441520,0.001,"        0.001"
2021,710,208,441900,0.258,"        0.046"
2021,710,208,442090,0.647,"        0.032"
2021,710,208,442190,5.046,"        0.720"
2021,710,208,460210,1.127,"        0.037"
2021,710,208,481011,0.729,"        0.090"
2021,710,208,481110,0.135,"        0.035"
2021,710,208,481730,1.829,"        0.012"
2021,710,208,481920,0.007,"        0.001"
2021,710,208,482010,0.003,"           NA"
2021,710,208,482050,0.02,"           NA"
2021,710,208,482110,0.011,"        0.001"
2021,710,208,490110,0.471,"        0.234"
2021,710,208,490199,16.447,"        0.587"
2021,710,208,491000,0.043,"        0.001"
2021,710,208,491191,1.618,"        0.008"
2021,710,208,510210,0.261,"        0.006"
2021,710,208,510610,0.058,"        0.001"
2021,710,208,510710,0.186,"        0.001"
2021,710,208,510820,723.899,"        7.963"
2021,710,208,520545,1.755,"        0.178"
2021,710,208,520852,0.438,"        0.014"
2021,710,208,540793,0.473,"        0.013"
2021,710,208,550999,5.826,"        0.084"
2021,710,208,560300,26.859,"        5.500"
2021,710,208,560750,4.418,"        0.079"
2021,710,208,560819,0.087,"        0.001"
2021,710,208,560900,0.086,"        0.007"
2021,710,208,570210,0.721,"        0.033"
2021,710,208,580710,0.002,"        0.001"
2021,710,208,590110,1.157,"        0.031"
2021,710,208,591190,1.587,"        0.170"
2021,710,208,610210,0.151,"        0.001"
2021,710,208,610444,0.336,"        0.001"
2021,710,208,610729,0.244,"        0.007"
2021,710,208,610910,3.286,"        0.140"
2021,710,208,611090,0.484,"        0.006"
2021,710,208,611300,0.014,"        0.002"
2021,710,208,611591,4.672,"        0.062"
2021,710,208,611593,8.493,"        0.103"
2021,710,208,611610,0.1,"        0.005"
2021,710,208,611790,0.043,"        0.001"
2021,710,208,620442,1.782,"        0.009"
2021,710,208,620461,0.867,"        0.004"
2021,710,208,620590,0.112,"        0.002"
2021,710,208,621030,0.564,"        0.013"
2021,710,208,621111,0.06,"        0.001"
2021,710,208,621139,0.225,"        0.001"
2021,710,208,621143,2.425,"        0.030"
2021,710,208,621210,0.831,"        0.003"
2021,710,208,621710,9.723,"        0.007"
2021,710,208,630130,0.495,"        0.007"
2021,710,208,630221,0.607,"        0.005"
2021,710,208,630251,4.005,"        0.086"
2021,710,208,630419,5.077,"        0.042"
2021,710,208,630619,0.931,"        0.062"
2021,710,208,630629,2.541,"        0.332"
2021,710,208,630699,0.403,"        0.016"
2021,710,208,630720,0.677,"        0.025"
2021,710,208,630900,1.882,"        0.002"
2021,710,208,640219,0.257,"        0.007"
2021,710,208,640359,0.431,"        0.036"
2021,710,208,640399,1.419,"        0.032"
2021,710,208,640420,0.4,"        0.002"
2021,710,208,650400,0.003,"           NA"
2021,710,208,650610,1.243,"        0.026"
2021,710,208,680100,20.515,"        0.800"
2021,710,208,680422,0.057,"        0.001"
2021,710,208,680510,1.031,"        0.047"
2021,710,208,681310,0.118,"        0.002"
2021,710,208,681599,1.659,"        0.002"
2021,710,208,691190,0.45,"        0.008"
2021,710,208,691310,0.398,"        0.004"
2021,710,208,691490,0.06,"        0.002"
2021,710,208,700992,0.014,"        0.006"
2021,710,208,701399,0.931,"        0.008"
2021,710,208,701910,4.757,"        0.001"
2021,710,208,710391,2.162,"        0.001"
2021,710,208,710812,11.25,"        0.004"
2021,710,208,711319,4.01,"        0.001"
2021,710,208,711711,0.003,"        0.001"
2021,710,208,711790,5.554,"        0.039"
2021,710,208,721922,702.687,"      206.026"
2021,710,208,721931,2024.141,"      552.356"
2021,710,208,721933,2170.003,"      525.134"
2021,710,208,730410,71.039,"       66.790"
2021,710,208,730719,0.399,"        0.019"
2021,710,208,730890,1.7,"        1.404"
2021,710,208,731010,0.637,"        0.050"
2021,710,208,731100,0.271,"        0.074"
2021,710,208,731582,0.873,"        0.285"
2021,710,208,731590,0.751,"        0.151"
2021,710,208,731815,0.58,"        0.017"
2021,710,208,731829,0.046,"        0.004"
2021,710,208,731990,0.122,"        0.010"
2021,710,208,732391,0.02,"        0.002"
2021,710,208,732399,0.051,"        0.001"
2021,710,208,732620,1.987,"        0.046"
2021,710,208,740729,8.195,"        0.320"
2021,710,208,741999,0.553,"        0.009"
2021,710,208,760612,8.664,"        2.013"
2021,710,208,761290,0.014,"        0.022"
2021,710,208,761690,0.068,"        0.001"
2021,710,208,820220,1.42,"        0.030"
2021,710,208,820340,0.064,"        0.005"
2021,710,208,820412,8.8,"        0.719"
2021,710,208,820510,2.328,"        0.114"
2021,710,208,820530,0.361,"        0.029"
2021,710,208,820551,0.007,"        0.031"
2021,710,208,820570,0.046,"        0.002"
2021,710,208,820600,6.252,"        0.025"
2021,710,208,820720,0.227,"        0.043"
2021,710,208,820750,0.07,"        0.001"
2021,710,208,820780,0.184,"        0.015"
2021,710,208,821000,1.021,"        0.092"
2021,710,208,830230,0.295,"        0.025"
2021,710,208,830630,0.047,"        0.002"
2021,710,208,840991,5.882,"        0.078"
2021,710,208,841122,45.818,"        0.430"
2021,710,208,841229,0.079,"        0.003"
2021,710,208,841290,10.746,"       11.068"
2021,710,208,841330,2.7,"        0.069"
2021,710,208,841360,24.438,"        0.811"
2021,710,208,841381,3.024,"        0.043"
2021,710,208,841420,1.121,"        0.150"
2021,710,208,841440,0.122,"        0.011"
2021,710,208,841582,2.913,"        0.056"
2021,710,208,841590,1.124,"        0.022"
2021,710,208,841911,0.066,"        0.006"
2021,710,208,841989,38.485,"        1.190"
2021,710,208,842123,0.153,"        0.006"
2021,710,208,842139,0.281,"        0.005"
2021,710,208,842199,0.927,"        0.001"
2021,710,208,842290,0.003,"           NA"
2021,710,208,842519,3.093,"        0.066"
2021,710,208,842612,17.122,"        2.071"
2021,710,208,842720,0.085,"        0.016"
2021,710,208,843139,1.539,"        0.010"
2021,710,208,843149,12.524,"        0.199"
2021,710,208,843290,12.727,"        0.874"
2021,710,208,843610,1.706,"        0.064"
2021,710,208,843790,15.061,"        0.764"
2021,710,208,843890,5.351,"        0.091"
2021,710,208,844790,0.452,"        1.110"
2021,710,208,845899,0.048,"        0.007"
2021,710,208,846693,30.214,"        0.049"
2021,710,208,847120,3.032,"        0.016"
2021,710,208,847193,55.395,"        0.222"
2021,710,208,847210,4.505,"        0.045"
2021,710,208,847330,184.613,"        0.967"
2021,710,208,847480,12.752,"        0.716"
2021,710,208,847790,3.667,"        0.058"
